code,Profession,DWA ID,Detailed Work Activity
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",4.A.3.b.6.I16.D01,"Write articles, books or other original materials in area of expertise."
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.b.3.I06.D09,Teach health management classes.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.3.I01.D12,Maintain medical or professional knowledge.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.c.3.I01.D02,Maintain inventory of medical supplies or equipment.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.4.I03.D02,Establish nursing policies or standards.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.2.I17.D03,Design public or employee health programs.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.5.I03.D02,Administer basic health care or medical treatments.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.c.3.I06.D03,Prescribe medications.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.1.b.2.I09.D03,Examine patients to assess general physical condition.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.2.I01.D02,Develop medical treatment plans.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.1.a.2.I05.D01,Monitor patient progress or responses to treatments.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.3.b.6.I11.D04,Record patient medical histories.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.a.1.I06.D02,"Evaluate patient functioning, capabilities, or health."
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.5.I03.D08,Administer intravenous medications.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1141.02,Advanced Practice Psychiatric Nurses,4.A.4.a.5.I02.D01,Treat patients using psychological therapies.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.1.I04.D04,Evaluate employee performance.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I01.D13,Supervise employees.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.4.I02.D08,Analyze market research data.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.3.I01.D18,Attend training sessions or professional meetings to develop or maintain professional knowledge.
11-2011.00,Advertising and Promotions Managers,4.A.1.a.1.I14.D01,Conduct market research.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.4.I02.D08,Analyze market research data.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.2.I03.D14,Confer with organizational members to accomplish work activities.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.2.I12.D01,Develop promotional materials.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.2.I03.D02,Develop marketing plans or strategies for environmental initiatives.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.1.I02.D01,Evaluate program effectiveness.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.4.I03.D13,Develop procedures to evaluate organizational activities.
11-2011.00,Advertising and Promotions Managers,4.A.3.b.6.I08.D04,Maintain operational records for green energy processes or other environmentally-sustainable activities.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I09.D04,Prepare operational budgets.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.2.I12.D01,Develop promotional materials.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.3.I01.D01,Examine marketing materials to ensure compliance with policies or regulations.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I09.D02,Direct financial operations.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities."
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I12.D39,"Direct organizational operations, projects, or services."
11-2011.00,Advertising and Promotions Managers,4.A.3.b.6.I01.D02,"Prepare financial documents, reports, or budgets."
11-2011.00,Advertising and Promotions Managers,4.A.4.a.7.I02.D01,Negotiate sales or lease agreements for products or services.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.4.I01.D04,Establish interpersonal business relationships to facilitate work activities.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.2.I03.D14,Confer with organizational members to accomplish work activities.
11-2011.00,Advertising and Promotions Managers,4.A.2.a.4.I07.D09,Analyze data to assess operational or project effectiveness.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.3.I01.D08,Maintain knowledge of current developments in area of expertise.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.6.I02.D02,Advise customers on technical or procedural issues.
11-2011.00,Advertising and Promotions Managers,4.A.1.a.2.I06.D01,Monitor performance of organizational members or partners.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I11.D03,Coordinate special events or programs.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-2011.00,Advertising and Promotions Managers,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I09.D05,Manage organizational or project budgets.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.4.I01.D04,Establish interpersonal business relationships to facilitate work activities.
11-2011.00,Advertising and Promotions Managers,4.A.4.b.3.I04.D16,Conduct employee training programs.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.2.I11.D06,Coordinate operational activities with external stakeholders.
11-2011.00,Advertising and Promotions Managers,4.A.4.a.6.I03.D12,"Promote products, services, or programs."
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I12.D12,"Manage operations, research, or logistics projects."
11-2011.00,Advertising and Promotions Managers,4.A.4.b.4.I12.D39,"Direct organizational operations, projects, or services."
11-2011.00,Advertising and Promotions Managers,4.A.4.a.2.I11.D09,Represent the organization in external relations.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-3011.00,Advertising Sales Agents,4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.
41-3011.00,Advertising Sales Agents,4.A.4.a.1.I01.D05,Explain technical product or service information to customers.
41-3011.00,Advertising Sales Agents,4.A.1.b.1.I02.D02,Identify potential customers.
41-3011.00,Advertising Sales Agents,4.A.4.a.4.I01.D05,Develop professional relationships or networks.
41-3011.00,Advertising Sales Agents,4.A.3.b.6.I13.D01,Prepare sales or other contracts.
41-3011.00,Advertising Sales Agents,4.A.4.c.1.I03.D11,Process sales or other transactions.
41-3011.00,Advertising Sales Agents,4.A.1.b.1.I02.D02,Identify potential customers.
41-3011.00,Advertising Sales Agents,4.A.4.a.6.I03.D05,Contact current or potential customers to promote products or services.
41-3011.00,Advertising Sales Agents,4.A.2.b.1.I01.D03,Estimate costs or terms of sales.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-3011.00,Advertising Sales Agents,4.A.4.a.1.I01.D05,Explain technical product or service information to customers.
41-3011.00,Advertising Sales Agents,4.A.4.a.6.I03.D09,Distribute promotional literature or samples to customers.
41-3011.00,Advertising Sales Agents,4.A.1.a.1.I14.D02,Gather customer or product information to determine customer needs.
41-3011.00,Advertising Sales Agents,4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-3011.00,Advertising Sales Agents,4.A.3.b.6.I13.D01,Prepare sales or other contracts.
41-3011.00,Advertising Sales Agents,4.A.1.b.1.I02.D02,Identify potential customers.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
41-3011.00,Advertising Sales Agents,4.A.2.b.3.I01.D04,Attend events to develop professional knowledge.
41-3011.00,Advertising Sales Agents,4.A.4.a.4.I01.D05,Develop professional relationships or networks.
41-3011.00,Advertising Sales Agents,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.1.b.2.I07.D11,Inspect equipment or systems.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.2.a.4.I12.D03,Interpret design or operational test results.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.6.I09.D07,Document design or operational test results.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.4.a.2.I09.D03,Confer with technical personnel to prepare designs or operational plans.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.a.2.I09.D04,Calibrate scientific or technical equipment.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.4.I04.D07,Maintain test equipment.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.2.b.1.I08.D01,Estimate technical or resource requirements for development or production projects.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.a.2.I04.D02,Assemble equipment or components.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.4.I04.D07,Maintain test equipment.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.1.I05.D02,Operate computer systems.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment."
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.a.2.I20.D04,Install production equipment or systems.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.a.2.I27.D01,Fabricate devices or components.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.4.I02.D01,Maintain mechanical equipment.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.2.b.2.I24.D02,Design electrical equipment or systems.
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.A.3.b.6.I09.D02,Document technical design details.
17-2011.00,Aerospace Engineers,4.A.4.b.4.I06.D10,Direct design or development activities.
17-2011.00,Aerospace Engineers,4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment."
17-2011.00,Aerospace Engineers,4.A.2.b.2.I21.D01,Create models of engineering designs or methods.
17-2011.00,Aerospace Engineers,4.A.3.b.6.I09.D01,Prepare procedural documents.
17-2011.00,Aerospace Engineers,4.A.2.a.4.I05.D06,Analyze design or requirements information for mechanical equipment or systems.
17-2011.00,Aerospace Engineers,4.A.4.b.4.I08.D01,Direct quality control activities.
17-2011.00,Aerospace Engineers,4.A.3.b.6.I08.D21,Maintain operational records or records systems.
17-2011.00,Aerospace Engineers,4.A.2.b.2.I16.D07,Design systems to reduce harmful emissions.
17-2011.00,Aerospace Engineers,4.A.2.b.2.I16.D07,Design systems to reduce harmful emissions.
17-2011.00,Aerospace Engineers,4.A.1.a.1.I20.D03,Research design or application of green technologies.
17-2011.00,Aerospace Engineers,4.A.1.a.1.I20.D02,Research engineering applications of emerging technologies.
17-2011.00,Aerospace Engineers,4.A.2.a.3.I02.D04,Evaluate plans or specifications to determine technological or environmental implications.
17-2011.00,Aerospace Engineers,4.A.2.b.2.I24.D01,Design electromechanical equipment or systems.
17-2011.00,Aerospace Engineers,4.A.2.a.4.I05.D03,Evaluate designs or specifications to ensure quality.
17-2011.00,Aerospace Engineers,4.A.2.b.2.I07.D01,Determine design criteria or specifications.
17-2011.00,Aerospace Engineers,4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures."
