code,Profession,Task ID,Count,Task
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6858,1,"Provide disabled students with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6859,1,Train and assist tutors and community literacy volunteers.
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6860,1,Confer with leaders of government and community groups to coordinate student training or to find opportunities for students to fulfill curriculum requirements.
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6861,1,Observe and evaluate the performance of other instructors.
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6862,1,Write instructional articles on designated subjects.
29-1141.02,Advanced Practice Psychiatric Nurses,17312,1,Teach classes in mental health topics such as stress reduction.
29-1141.02,Advanced Practice Psychiatric Nurses,17313,1,Participate in activities aimed at professional growth and development including conferences or continuing education activities.
29-1141.02,Advanced Practice Psychiatric Nurses,17315,1,Monitor the use and status of medical and pharmaceutical supplies.
29-1141.02,Advanced Practice Psychiatric Nurses,17316,1,Develop practice protocols for mental health problems based on review and evaluation of published research.
29-1141.02,Advanced Practice Psychiatric Nurses,17317,1,"Develop, implement, or evaluate programs such as outreach activities, community mental health programs, and crisis situation response activities."
29-1141.02,Advanced Practice Psychiatric Nurses,17318,1,Treat patients for routine physical health problems.
29-1141.02,Advanced Practice Psychiatric Nurses,17319,1,Write prescriptions for psychotropic medications as allowed by state regulations and collaborative practice agreements.
29-1141.02,Advanced Practice Psychiatric Nurses,17320,1,"Refer patients requiring more specialized or complex treatment to psychiatrists, primary care physicians, or other medical specialists."
29-1141.02,Advanced Practice Psychiatric Nurses,17321,1,Provide routine physical health screenings to detect or monitor problems such as heart disease and diabetes.
29-1141.02,Advanced Practice Psychiatric Nurses,17322,1,Participate in treatment team conferences regarding diagnosis or treatment of difficult cases.
29-1141.02,Advanced Practice Psychiatric Nurses,17323,1,Interpret diagnostic or laboratory tests such as electrocardiograms (EKGs) and renal functioning tests.
29-1141.02,Advanced Practice Psychiatric Nurses,17324,1,Evaluate patients' behavior to formulate diagnoses or assess treatments.
29-1141.02,Advanced Practice Psychiatric Nurses,17325,1,Develop and implement treatment plans.
29-1141.02,Advanced Practice Psychiatric Nurses,17326,1,Monitor patients' medication usage and results.
29-1141.02,Advanced Practice Psychiatric Nurses,17327,1,"Educate patients and family members about mental health and medical conditions, preventive health measures, medications, or treatment plans."
29-1141.02,Advanced Practice Psychiatric Nurses,17328,1,Distinguish between physiologically and psychologically based disorders and diagnose appropriately.
29-1141.02,Advanced Practice Psychiatric Nurses,17328,1,Distinguish between physiologically and psychologically based disorders and diagnose appropriately.
29-1141.02,Advanced Practice Psychiatric Nurses,17329,1,"Document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes."
29-1141.02,Advanced Practice Psychiatric Nurses,17330,1,Consult with psychiatrists or other professionals when unusual or complex cases are encountered.
29-1141.02,Advanced Practice Psychiatric Nurses,17331,1,Assess patients' mental and physical status based on the presenting symptoms and complaints.
29-1141.02,Advanced Practice Psychiatric Nurses,17332,1,"Collaborate with interdisciplinary team members, including psychiatrists, psychologists, or nursing staff, to develop, implement, or evaluate treatment plans."
29-1141.02,Advanced Practice Psychiatric Nurses,17333,1,Administer medications including those administered by injection.
29-1141.02,Advanced Practice Psychiatric Nurses,17334,1,Diagnose psychiatric disorders and mental health conditions.
29-1141.02,Advanced Practice Psychiatric Nurses,17335,1,"Conduct individual, group, or family psychotherapy for those with chronic or acute mental disorders."
11-2011.00,Advertising and Promotions Managers,18586,1,"Manage sales team including setting goals, providing incentives, and evaluating employee performance."
11-2011.00,Advertising and Promotions Managers,18586,1,"Manage sales team including setting goals, providing incentives, and evaluating employee performance."
11-2011.00,Advertising and Promotions Managers,21217,1,Analyze marketing or sales trends to forecast future conditions.
11-2011.00,Advertising and Promotions Managers,21218,1,Analyze the effectiveness of marketing tactics or channels.
11-2011.00,Advertising and Promotions Managers,21219,1,"Attend or participate in conferences, community events, and promotional events related to products or technologies."
11-2011.00,Advertising and Promotions Managers,21220,1,"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies."
11-2011.00,Advertising and Promotions Managers,21220,1,"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies."
11-2011.00,Advertising and Promotions Managers,21221,1,Coordinate with marketing team members and workers such as graphic artists to develop and implement marketing programs.
11-2011.00,Advertising and Promotions Managers,21222,1,"Develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of products and services."
11-2011.00,Advertising and Promotions Managers,21223,1,"Develop comprehensive marketing strategies, using knowledge of products and technologies, markets, and regulations."
